id,城市,岗位,薪资,年限,学历要求,公司名称,公司类型,公司规模,创建时间
286,广州,Java后端,10.5,1.0,本科,核桃,游戏,59,2024-01-18 09:00:00
287,广州,Java后端,37.5,0.0,本科,美的,其他行业,10000,2024-03-28 08:00:00
288,广州,Java后端,12.5,3.0,大专,盛华铁龙,计算机软件,59,2024-03-31 15:00:00
289,广州,Java后端,15.5,3.0,本科,如安科技,计算机软件,59,2024-11-13 09:00:00
290,广州,Java后端,10.0,3.0,大专,众鑫伟业科技,互联网,299,2024-08-14 18:00:00
291,广州,Java后端,11.0,3.0,本科,尚善,计算机软件,10,2024-12-06 09:00:00
292,广州,Java后端,16.5,3.0,本科,谐云,计算机软件,299,2024-04-15 13:00:00
293,广州,Java后端,14.5,3.0,本科,神州信息,计算机软件,10000,2024-10-09 15:00:00
294,广州,Java后端,30.0,5.0,本科,爱拼一族,生活服务(O2O),10,2024-01-31 18:00:00
295,广州,Java后端,22.0,3.0,本科,某国际大型电子商务公司,电子商务,10000,2024-10-09 17:00:00
296,广州,Java后端,16.5,1.0,大专,汇智科技,游戏,299,2024-04-02 08:00:00
297,广州,Java后端,8.5,1.0,本科,能智电力,电力/热力/燃气/水利,10,2024-09-08 15:00:00
299,广州,Java后端,22.0,3.0,本科,SHEIN,电子商务,10000,2024-09-06 09:00:00
300,北京,Java后端,37.5,1.0,本科,美团,互联网,10000,2024-10-14 08:00:00
301,北京,Java后端,16.0,5.0,本科,尚博信,计算机软件,749,2024-05-21 10:00:00
302,北京,Java后端,15.0,1.0,本科,博彦科技,计算机软件,10000,2024-10-28 15:00:00
303,北京,Java后端,30.0,1.0,本科,某大型互联网移动出行平台公司,互联网,5499,2024-10-23 10:00:00
304,北京,Java后端,9.0,1.0,大专,瑞丰宝丽,互联网,59,2024-05-21 11:00:00
305,北京,Java后端,17.5,5.0,本科,昆仑太科,计算机软件,299,2024-01-13 17:00:00
306,北京,Java后端,45.0,5.0,本科,某国内知名互联网金融公司,互联网,5499,2024-10-30 11:00:00
307,北京,Java后端,40.0,3.0,硕士,京东零售,电子商务,10000,2024-11-08 15:00:00
308,北京,Java后端,17.5,3.0,本科,开阳建科,计算机软件,59,2024-06-02 20:00:00
309,北京,Java后端,30.0,3.0,本科,某大型计算机软件公司,计算机软件,5499,2024-01-25 17:00:00
310,北京,Java后端,47.5,3.0,本科,北京某大型互联网技术公司,互联网,5499,2024-08-20 11:00:00
311,北京,Java后端,45.0,5.0,本科,某大型知名互联网公司,互联网,10000,2024-07-23 15:00:00
312,北京,Java后端,37.5,3.0,本科,某大型互联网移动出行平台公司,互联网,5499,2024-08-31 18:00:00
313,北京,Java后端,30.0,0.0,学历不限,京东物流,快递,10000,2024-04-20 14:00:00
314,北京,Java后端,17.5,3.0,本科,鑫万齐,其他专业服务,299,2024-10-03 10:00:00
315,北京,Java后端,45.0,0.0,本科,快手,社交网络与媒体,10000,2024-03-03 08:00:00
316,北京,Java后端,22.5,5.0,本科,某中型通信/网络设备公司,通信/网络设备,749,2024-09-15 13:00:00
317,北京,Java后端,30.0,0.0,本科,上海三快科技有限公司,生活服务(O2O),10000,2024-02-29 18:00:00
318,北京,Java后端,13.0,0.0,学历不限,慧教研,学术/科研,59,2024-03-16 01:00:00
319,北京,Java后端,16.0,1.0,本科,壹多互娱,游戏,59,2024-07-14 22:00:00
320,北京,Java后端,19.0,3.0,本科,筠石科技,计算机软件,10,2024-05-02 15:00:00
321,北京,Java后端,65.0,10.0,本科,某大型已上市综合型电子商务公司,电子商务,10000,2024-09-24 14:00:00
322,北京,Java后端,32.5,3.0,本科,贝壳,互联网,10000,2024-01-23 15:00:00
323,北京,Java后端,30.0,3.0,本科,瓴岳科技,互联网金融,5499,2024-06-23 19:00:00
324,北京,Java后端,30.0,1.0,本科,某大型知名互联网公司,互联网,10000,2024-04-01 15:00:00
325,北京,Java后端,40.0,1.0,本科,某大型互联网出行平台公司,互联网,5499,2024-01-10 11:00:00
326,北京,Java后端,20.0,3.0,本科,国科天成,电子/硬件开发,299,2024-11-05 14:00:00
327,北京,Java后端,35.0,1.0,本科,腾讯,互联网,10000,2024-05-10 11:00:00
328,北京,Java后端,18.0,5.0,本科,圣缘,广告营销,299,2024-08-03 06:00:00
329,北京,Java后端,17.5,1.0,本科,清科创业,基金,299,2024-10-31 16:00:00
330,北京,Java后端,13.5,3.0,本科,纽斯达科技,企业服务,59,2024-03-17 07:00:00
331,北京,Java后端,22.5,0.0,本科,北京外企德科人力...,人力资源服务,5499,2024-11-26 13:00:00
332,北京,Java后端,17.5,3.0,本科,恒安众生,互联网,59,2024-07-28 17:00:00
333,北京,Java后端,15.5,3.0,本科,璞慧众盈,计算机服务,59,2024-10-03 12:00:00
334,北京,Java后端,30.0,0.0,学历不限,某中型通信网络设备公司,通信/网络设备,749,2024-01-31 13:00:00
335,北京,Java后端,10.0,3.0,本科,优约行,互联网,10,2024-08-02 11:00:00
336,北京,Java后端,30.0,3.0,本科,某大型互联网OTO平台公司,互联网,5499,2024-01-23 10:00:00
337,北京,Java后端,21.5,3.0,本科,吉优米,移动互联网,10,2024-04-03 14:00:00
338,北京,Java后端,55.0,5.0,本科,某大型互联网技术服务公司,互联网,5499,2024-01-18 17:00:00
339,北京,Java后端,42.5,5.0,本科,某大型互联网金融央企子公司,互联网金融,5499,2024-06-16 19:00:00
340,北京,Java后端,20.5,0.0,本科,某大型仪器仪表公司,仪器仪表/工业自动化,299,2024-10-30 10:00:00
341,北京,Java后端,26.5,5.0,本科,和合信诺,大数据,59,2024-12-22 13:00:00
342,北京,Java后端,40.0,3.0,本科,某大型互联网上市集团公司,互联网,5499,2024-10-18 11:00:00
343,北京,Java后端,9.5,1.0,本科,嘉禾云网,计算机软件,59,2024-04-20 00:00:00
344,北京,Java后端,19.0,5.0,本科,天津融信服,互联网,59,2024-10-26 12:00:00
345,北京,Java后端,40.0,5.0,本科,某知名互联网金融公司,互联网金融,5499,2024-08-27 14:00:00
346,北京,Java后端,37.5,5.0,本科,京东集团,电子商务,10000,2024-04-30 09:00:00
347,北京,Java后端,10.0,5.0,本科,秒结科技,互联网,59,2024-10-14 14:00:00
348,北京,Java后端,7.5,1.0,学历不限,云合互联,计算机软件,59,2024-08-20 09:00:00
349,北京,Java后端,22.5,1.0,本科,巨掌互动科技（北京）有限公司,广告营销,299,2024-08-10 14:00:00
350,北京,Java后端,72.5,10.0,本科,某互联网公司,互联网,59,2024-06-30 12:00:00
351,北京,Java后端,45.0,5.0,本科,京东集团,电子商务,10000,2024-04-16 14:00:00
352,北京,Java后端,37.5,3.0,本科,清研智库,咨询,299,2024-04-11 11:00:00
353,北京,Java后端,19.5,1.0,本科,博思软件,计算机软件,299,2024-11-19 14:00:00
354,北京,Java后端,50.0,0.0,本科,某计算机服务公司,计算机服务,59,2024-05-11 13:00:00
355,北京,Java后端,30.0,3.0,本科,航天宏图,计算机软件,5499,2024-10-25 09:00:00
356,北京,Java后端,11.5,5.0,大专,青蓝致远,计算机软件,299,2024-05-25 23:00:00
357,北京,Java后端,17.5,1.0,本科,新远方传媒,广告/公关/会展,10,2024-03-13 15:00:00
358,北京,Java后端,16.0,1.0,本科,北京铁兰,计算机软件,10,2024-09-25 11:00:00
359,北京,Java后端,30.0,0.0,本科,华为,计算机软件,10000,2024-05-14 16:00:00
360,北京,Java后端,17.0,5.0,本科,北京金科吉瑞科技,计算机软件,299,2024-09-26 11:00:00
361,北京,Java后端,22.5,1.0,本科,某知名互联网公司,互联网,5499,2024-12-28 10:00:00
362,北京,Java后端,22.5,3.0,大专,中汽摩联,游戏,59,2024-08-25 22:00:00
363,北京,Java后端,35.0,0.0,本科,某大型计算机服务公司,计算机服务,749,2024-05-21 13:00:00
364,北京,Java后端,10.5,1.0,大专,鼎庆软件,计算机软件,59,2024-07-31 15:00:00
365,北京,Java后端,16.0,1.0,学历不限,应龙卫星,大数据,59,2024-03-28 11:00:00
366,北京,Java后端,57.5,3.0,本科,京东乾石,互联网,10000,2024-12-22 09:00:00
367,北京,Java后端,30.0,3.0,硕士,契基智能,人工智能,10,2024-06-06 09:00:00
368,北京,Java后端,27.5,5.0,本科,某国际化企业服务及人工智能技术领先上市公司,企业服务,749,2024-07-02 09:00:00
369,北京,Java后端,15.5,5.0,本科,北京灵福科技有限公司,互联网,59,2024-04-17 11:00:00
370,北京,Java后端,22.5,3.0,本科,中交星宇科技有限公司,通信/网络设备,59,2024-07-09 13:00:00
371,北京,Java后端,40.0,0.0,本科,上海从鲸信息技术,互联网,749,2024-03-02 20:00:00
372,北京,Java后端,10.0,3.0,本科,行恒信息,计算机软件,59,2024-11-13 10:00:00
373,北京,Java后端,16.0,3.0,大专,北京协成致远,大数据,299,2024-12-14 10:00:00
374,北京,Java后端,45.0,5.0,本科,某大型互联网公司,互联网,749,2024-10-01 10:00:00
375,北京,Java后端,12.5,5.0,本科,荣智数联,互联网,59,2024-12-18 14:00:00
376,北京,Java后端,11.5,1.0,本科,云耕农业,互联网,59,2024-10-21 11:00:00
377,北京,Java后端,45.0,0.0,本科,某大型知名互联网公司,互联网,10000,2024-04-01 08:00:00
378,北京,Java后端,16.5,3.0,本科,北京道贞,医疗健康,59,2024-05-24 11:00:00
379,北京,Java后端,16.0,3.0,大专,四维拓智,计算机软件,59,2024-07-22 15:00:00
380,北京,Java后端,16.0,1.0,本科,诺司时空,计算机软件,59,2024-09-29 19:00:00
381,北京,Java后端,22.5,5.0,本科,某大型互联网社交与数字内容平台上市公司,互联网,10000,2024-04-29 09:00:00
382,北京,Java后端,35.0,5.0,本科,与爱为舞,互联网,5499,2024-01-03 08:00:00
383,北京,Java后端,10.0,5.0,大专,微象限,计算机软件,10,2024-05-19 07:00:00
384,北京,Java后端,20.5,5.0,本科,奥斯傲,互联网,10,2024-04-10 17:00:00
385,北京,Java后端,17.0,3.0,本科,游刃科技,大数据,59,2024-05-03 10:00:00
386,北京,Java后端,22.5,3.0,大专,北京全界,互联网,299,2024-01-28 11:00:00
387,北京,Java后端,12.5,5.0,大专,福州鑫蜂维,运营商/增值服务,59,2024-09-09 18:00:00
388,北京,Java后端,11.5,3.0,本科,北京华路时代,计算机软件,5499,2024-04-23 14:00:00
389,北京,Java后端,20.0,5.0,大专,宏华兴业,计算机软件,10,2024-12-31 09:00:00
390,北京,Java后端,27.5,3.0,本科,某大型知名通信公司,通信/网络设备,10000,2024-08-16 14:00:00
391,北京,Java后端,12.5,0.0,本科,四海盈科,信息安全,59,2024-03-03 09:00:00
392,北京,Java后端,17.5,0.0,本科,潮鹏健康管理,医疗服务,299,2024-04-24 10:00:00
393,北京,Java后端,17.5,3.0,本科,星沃盛云,通信/网络设备,59,2024-09-24 09:00:00
394,北京,Java后端,16.0,3.0,本科,天下石仓,计算机软件,10,2024-09-15 06:00:00
395,北京,Java后端,47.5,1.0,本科,润迅,企业服务,5499,2024-03-25 12:00:00
396,北京,Java后端,14.0,3.0,本科,恒亿慧通,大数据,10,2024-06-01 20:00:00
397,北京,Java后端,22.5,5.0,本科,格洛瑞,酒店/民宿,299,2024-08-24 03:00:00
398,北京,Java后端,20.0,3.0,硕士,空天院,学术/科研,5499,2024-01-19 14:00:00
399,北京,Java后端,45.0,5.0,本科,国信易合,计算机软件,299,2024-12-25 18:00:00
400,北京,Java后端,10.5,3.0,大专,浙江徽创信息技术有限,计算机软件,10,2024-03-11 16:00:00
401,北京,Java后端,12.5,3.0,大专,华创典藏,计算机软件,59,2024-11-02 09:00:00
402,北京,Java后端,16.0,3.0,本科,数智启元,计算机软件,59,2024-11-25 15:00:00
403,北京,Java后端,30.0,1.0,本科,起源科技,社交网络,10,2024-12-15 08:00:00
404,北京,Java后端,12.5,3.0,大专,晶奇智慧,计算机软件,299,2024-08-17 15:00:00
405,北京,Java后端,16.0,1.0,本科,共享方圆,移动互联网,299,2024-10-29 14:00:00
406,北京,Java后端,11.5,1.0,本科,气象在线,移动互联网,59,2024-09-20 08:00:00
407,北京,Java后端,17.5,0.0,本科,北京尚云数智科技,企业服务,59,2024-03-11 09:00:00
408,北京,Java后端,25.0,3.0,本科,某大型互联网移动出行平台公司,互联网,5499,2024-05-31 09:00:00
409,北京,Java后端,90.0,0.0,本科,某大型信息安全公司,信息安全,5499,2024-08-07 10:00:00
410,北京,Java后端,15.0,3.0,本科,灵云科技,计算机软件,10,2024-06-21 11:00:00
411,北京,Java后端,45.0,0.0,本科,某500强上市公司,电子商务,5499,2024-10-29 10:00:00
412,北京,Java后端,21.5,3.0,本科,腾瑞云科技,互联网,59,2024-05-13 11:00:00
413,北京,Java后端,37.5,3.0,硕士,某大型芯片上市公司,半导体/芯片,749,2024-10-11 14:00:00
414,北京,Java后端,50.0,5.0,本科,京东科技集团,互联网,5499,2024-06-27 15:00:00
415,北京,Java后端,8.0,3.0,本科,北京比特图灵,计算机软件,10,2024-11-08 11:00:00
416,北京,Java后端,4.0,5.0,本科,小米,互联网,10000,2024-09-17 18:00:00
417,北京,Java后端,38.0,0.0,本科,BOSS直聘,人力资源服务,5499,2024-11-08 11:00:00
418,北京,Java后端,20.0,5.0,本科,云创佳华,计算机服务,299,2024-05-01 09:00:00
419,北京,Java后端,10.5,0.0,大专,北京赛科,互联网,299,2024-03-03 14:00:00
420,北京,Java后端,8.0,1.0,本科,鸿途致远,计算机软件,10,2024-03-14 09:00:00
421,北京,Java后端,30.0,5.0,大专,华心维联,互联网,749,2024-09-29 22:00:00
422,北京,Java后端,19.0,5.0,本科,信银智达,计算机软件,299,2024-10-06 12:00:00
423,北京,Java后端,16.0,3.0,本科,黄山东苑医疗科技,医疗器械,59,2024-08-21 08:00:00
424,北京,Java后端,12.5,3.0,大专,广州远弘科技有限公司,互联网,59,2024-07-10 14:00:00
425,北京,Java后端,11.0,1.0,本科,诺通电子,计算机软件,299,2024-03-14 10:00:00
426,北京,Java后端,37.5,5.0,本科,某大型知名银行公司,银行,10000,2024-11-02 19:00:00
427,北京,Java后端,20.0,1.0,本科,小药药,医疗健康,5499,2024-11-02 19:00:00
428,北京,Java后端,22.5,5.0,学历不限,地球脑,游戏,10,2024-09-09 15:00:00
429,北京,Java后端,22.5,5.0,本科,某知名互联网金融公司,互联网金融,5499,2024-09-03 10:00:00
430,北京,Java后端,13.5,3.0,大专,颀赛,计算机服务,59,2024-03-26 11:00:00
431,北京,Java后端,32.5,0.0,本科,小红书,电子商务,5499,2024-11-09 10:00:00
432,北京,Java后端,10.5,5.0,本科,三只肥猴,互联网,10,2024-08-18 10:00:00
433,北京,Java后端,15.5,3.0,本科,和风互联,大数据,10,2024-08-15 09:00:00
434,北京,Java后端,22.5,0.0,硕士,中国科学院软件研究所,计算机软件,5499,2024-08-03 03:00:00
435,北京,Java后端,15.0,3.0,本科,新思软件,电子商务,299,2024-05-19 15:00:00
436,北京,Java后端,22.5,3.0,本科,北京泽元素智能科技,人工智能,10,2024-03-03 04:00:00
437,北京,Java后端,40.0,5.0,本科,小米,互联网,10000,2024-09-11 10:00:00
438,北京,Java后端,20.0,5.0,本科,士云高科,计算机软件,59,2024-05-05 04:00:00
439,北京,Java后端,15.5,3.0,硕士,中国电力科学研究...,电力/热力/燃气/水利,5499,2024-09-23 08:00:00
440,北京,Java后端,30.0,1.0,本科,华为云计算,计算机服务,10000,2024-12-15 12:00:00
441,北京,Java后端,14.5,5.0,本科,金信网银,咨询,299,2024-05-29 16:00:00
442,北京,Java后端,37.5,3.0,本科,某大型企业服务公司,企业服务,749,2024-05-04 00:00:00
443,北京,Java后端,25.0,10.0,大专,六合神州,计算机软件,10,2024-04-11 15:00:00
444,北京,Java后端,17.5,1.0,本科,数荷电科,互联网,59,2024-11-07 10:00:00
445,北京,Java后端,12.5,3.0,大专,迪科万通,计算机软件,59,2024-05-08 16:00:00
446,北京,Java后端,7.5,1.0,本科,智配网络,互联网,10,2024-12-01 10:00:00
447,北京,Java后端,22.5,5.0,本科,白杨医疗科技,医疗健康,59,2024-08-04 19:00:00
448,北京,Java后端,16.5,3.0,本科,北京极溯链,计算机软件,59,2024-09-20 13:00:00
449,北京,Java后端,13.0,5.0,学历不限,中铁众联,计算机服务,10,2024-09-23 15:00:00
450,北京,Java后端,27.5,3.0,本科,某大型房地产开发上市公司,房地产开发经营,10000,2024-03-28 14:00:00
451,北京,Java后端,13.5,3.0,本科,燃果,互联网,59,2024-12-16 10:00:00
452,北京,Java后端,12.5,5.0,大专,晶奇和一,计算机软件,299,2024-10-12 09:00:00
453,北京,Java后端,17.5,1.0,本科,深圳光影焕像科技,互联网,59,2024-08-23 10:00:00
454,北京,Java后端,32.5,5.0,本科,某大型知名互联网公司,互联网,10000,2024-08-28 11:00:00
455,北京,Java后端,12.0,1.0,本科,华职教育科技集团,培训/辅导机构,59,2024-09-02 08:00:00
456,北京,Java后端,12.5,3.0,本科,融合汇控,通信/网络设备,59,2024-08-16 09:00:00
457,北京,Java后端,22.5,3.0,本科,大然航空,旅游/景区,299,2024-03-21 17:00:00
458,北京,Java后端,90.0,10.0,本科,某大型互联网+人工智能+大数据+云计算公司,互联网,5499,2024-09-05 16:00:00
459,北京,Java后端,3.0,0.0,本科,小米,互联网,10000,2024-03-15 09:00:00
460,北京,Java后端,10.5,3.0,学历不限,中科达奥,互联网,59,2024-09-29 13:00:00
461,北京,Java后端,13.5,3.0,大专,联合永道,计算机软件,5499,2024-12-16 14:00:00
462,北京,Java后端,17.5,3.0,大专,神州在线,企业服务,299,2024-05-23 14:00:00
463,北京,Java后端,25.5,5.0,本科,某大型计算机软件公司,计算机软件,299,2024-11-30 21:00:00
464,北京,Java后端,11.5,1.0,本科,海威锐博,计算机软件,59,2024-08-11 12:00:00
465,北京,Java后端,30.0,5.0,本科,弥特科技,互联网,299,2024-03-14 08:00:00
466,北京,Java后端,42.5,5.0,本科,水滴公司,互联网,5499,2024-10-29 16:00:00
467,北京,Java后端,30.0,1.0,本科,微博,互联网,5499,2024-12-29 08:00:00
468,北京,Java后端,15.0,1.0,本科,一横一竖,互联网,59,2024-08-31 10:00:00
469,北京,Java后端,17.0,5.0,本科,国新健康保障服务...,政府/公共事业,5499,2024-09-20 08:00:00
470,北京,Java后端,7.0,0.0,本科,安邦模拟科技,计算机软件,10,2024-12-02 09:00:00
471,北京,Java后端,17.5,3.0,本科,浙江立成软件技术,计算机软件,10,2024-07-21 19:00:00
472,北京,Java后端,35.0,5.0,本科,某大型互联网金融央企子公司,互联网金融,5499,2024-03-11 15:00:00
473,北京,Java后端,10.0,1.0,本科,仲诚博创,计算机软件,10,2024-03-30 12:00:00
474,北京,Java后端,10.5,1.0,本科,中科软,计算机软件,10000,2024-05-07 10:00:00
475,北京,Java后端,32.5,5.0,本科,镁伽科技,智能硬件,749,2024-10-16 10:00:00
476,北京,Java后端,22.5,5.0,本科,某大型其他行业公司,其他行业,749,2024-03-07 14:00:00
477,北京,Java后端,20.0,3.0,本科,一闻千悟科技,社交网络与媒体,10,2024-09-11 10:00:00
478,北京,Java后端,8.0,1.0,本科,安信义恒,信息安全,59,2024-03-22 09:00:00
479,北京,Java后端,12.5,1.0,本科,泽慧启航科技有限公司,计算机软件,10,2024-11-13 10:00:00
